id;title;original_language;release_date;popularity;vote_average;runtime;genre_names;;;
315;Carrie;en;03/11/1976;46.915;7.3;98;Horror, Thriller;;;
316;The Rage: Carrie 2;en;11/03/1999;12.025;5.7;104;Horror, Science Fiction, Thriller;;;
317;Carrie;en;04/11/2002;71.769;6.1;132;Drama, Horror, TV Movie;;;
318;Ilsa, Harem Keeper of the Oil Sheiks;en;29/02/1976;6.326;4.7;94;Action, Horror, Thriller, War;;;
319;The Bunker;en;14/09/2001;5.142;5.8;95;Drama, Horror, Mystery;;;
320;Ghost Train;ja;27/07/2006;2.181;4.9;92;Horror;;;
321;Resident Evil: Extinction;en;20/09/2007;12.617;6.3;94;Action, Horror, Science Fiction;;;
322;Evil;en;12/11/2005;0.6;5;0;Action, Drama, Horror;;;
323;The Wolfman;en;10/02/2010;36.648;5.8;102;Drama, History, Horror, Thriller;;;
324;The Island;en;13/06/1980;5.824;5.2;114;Action, Adventure, Horror, Mystery, Thriller;;;
325;Alien³;en;22/05/1992;19.883;6.3;114;Action, Horror, Science Fiction;;;
326;Alien Resurrection;en;12/11/1997;26.916;6.1;109;Action, Horror, Science Fiction;;;
327;Antibodies;de;24/04/2005;5.648;6.8;127;Crime, Drama, Horror, Thriller;;;
328;The Hitcher;en;19/01/2007;17.918;5.9;84;Action, Crime, Horror, Thriller;;;
329;Day of the Dead;en;03/07/1985;15.962;7;101;Drama, Horror, Mystery, Thriller;;;
330;Event Horizon;en;15/08/1997;38.807;6.5;96;Horror, Mystery, Science Fiction;;;
331;Funny Games;en;14/03/2008;9.149;6.6;111;Drama, Horror, Thriller;;;
332;Top of the Food Chain;en;11/09/1999;1.5;5.3;99;Comedy, Horror, Science Fiction;;;
333;Creep;en;10/08/2004;11.173;5.9;85;Horror, Mystery, Thriller;;;
334;Prom Night;en;10/04/2008;11.002;5;88;Crime, Drama, Horror;;;
335;The Exorcism of Emily Rose;en;09/09/2005;52.675;6.5;122;Crime, Drama, Horror, Thriller;;;
336;Cannibal Holocaust;it;07/02/1980;41.435;6.3;96;Horror;;;
337;Eaten Alive!;it;19/03/1980;8.179;5.4;92;Adventure, Horror;;;
338;Cannibal Ferox;it;24/04/1981;14.75;5.4;93;Adventure, Horror;;;
339;Invasion of the Flesh Hunters;it;04/08/1980;5.321;5.4;96;Crime, Horror, Thriller;;;
340;Hellraiser: Bloodline;en;08/03/1996;22.544;5.3;86;Horror, Science Fiction;;;
341;Christine;en;11/05/1983;26.38;6.8;110;Horror;;;
342;Mind Ripper;en;08/10/1995;4.946;4.4;94;Horror, Science Fiction, Thriller;;;
343;Doom;en;20/10/2005;19.26;5.1;105;Action, Horror, Science Fiction;;;
344;The Cell;en;17/08/2000;15.71;6.3;107;Horror, Science Fiction, Thriller;;;
345;The Blob;en;10/09/1958;14.249;6.3;86;Horror, Science Fiction;;;
346;Prince of Darkness;en;23/10/1987;12.085;6.8;101;Horror;;;
347;Eight Legged Freaks;en;17/07/2002;20.211;5.7;99;Action, Comedy, Horror, Thriller;;;
348;Timber Falls;en;07/12/2007;8.354;5.2;97;Horror, Thriller;;;
349;Pet Sematary;en;21/04/1989;43.608;6.6;103;Drama, Horror;;;
350;Deep Blue Sea;en;28/07/1999;19.294;5.9;105;Action, Horror, Science Fiction;;;
351;Jeepers Creepers;en;01/07/2001;195.983;6.4;90;Horror, Thriller;;;
352;Boogeyman;en;04/02/2005;10.898;4.9;89;Drama, Horror, Mystery, Thriller;;;
353;Lord of Illusions;en;25/08/1995;13.62;6;119;Fantasy, Horror;;;
354;Felidae;de;03/11/1994;5.874;6.5;82;Animation, Horror, Mystery, Thriller;;;
355;Undead;en;04/09/2003;8.362;5.5;97;Action, Comedy, Horror, Science Fiction;;;
356;Hollow Man II;en;23/05/2006;11.509;4.9;91;Action, Horror, Science Fiction, Thriller;;;
357;Hellraiser;en;11/09/1987;63.431;6.9;93;Fantasy, Horror;;;
358;Dark Water;en;08/07/2005;14.764;5.6;105;Horror, Mystery;;;
359;The Prophecy 3: The Ascent;en;14/03/2000;10.245;6.1;84;Fantasy, Horror, Thriller;;;
360;Outpost;en;11/03/2008;7.359;6;90;Action, Adventure, Horror;;;
361;All the Boys Love Mandy Lane;en;09/09/2006;12.445;5.5;90;Horror, Mystery, Thriller;;;
362;The Eye;en;01/02/2008;21.115;5.8;98;Drama, Horror, Thriller;;;
363;The Prophecy II;en;20/01/1998;10.293;6.2;83;Fantasy, Horror, Thriller;;;
364;Slither;en;31/03/2006;22.55;6.5;95;Comedy, Horror, Science Fiction;;;
365;The Cave;en;26/08/2005;20.815;5.3;97;Action, Adventure, Horror, Thriller;;;
366;Tales from the Crypt: Demon Knight;en;;;;;;;;
367;Dumplings;cn;19/08/2004;10.108;6.6;91;Horror;;;
368;Hellbound: Hellraiser II;en;23/12/1988;37.92;6.4;97;Horror;;;
369;Tarantula;en;14/12/1955;10.225;6.4;80;Horror, Science Fiction, Thriller;;;
370;Snow White: A Tale of Terror;en;18/07/1997;20.427;6;100;Fantasy, Horror;;;
371;Mary Reilly;en;23/02/1996;8.516;5.9;104;Drama, History, Horror, Thriller;;;
372;The Craft;en;03/05/1996;35.18;6.7;101;Drama, Fantasy, Horror;;;
373;Screamers;en;08/09/1995;9.911;6.2;108;Horror, Science Fiction;;;
374;The Good Son;en;24/09/1993;13.144;6.7;87;Horror, Thriller;;;
375;The Faculty;en;25/12/1998;17.951;6.5;104;Horror, Science Fiction;;;
376;Final Destination 3;en;09/02/2006;67.459;6.1;93;Horror, Mystery;;;
377;Thesis;es;11/04/1996;12.164;7.4;125;Horror, Thriller;;;
378;The Island of Dr. Moreau;en;23/08/1996;8.017;4.8;96;Fantasy, Horror, Science Fiction;;;
379;Species;en;07/07/1995;38.051;5.9;108;Action, Horror, Science Fiction;;;
380;One Hour Photo;en;21/08/2002;11.715;6.6;96;Drama, Horror, Thriller;;;
381;Final Destination 2;en;31/01/2003;64.18;6.2;90;Horror, Mystery;;;
382;Anaconda;en;11/04/1997;40.311;5.1;89;Adventure, Horror, Thriller;;;
383;Tremors;en;19/01/1990;40.012;6.8;96;Action, Comedy, Horror, Science Fiction;;;
384;The Texas Chainsaw Massacre;en;21/05/2003;86.118;6.2;98;Horror;;;
385;Death Becomes Her;en;30/07/1992;27.116;6.8;104;Comedy, Fantasy, Horror;;;
386;Thir13en Ghosts;en;26/10/2001;52.197;6.2;91;Horror, Thriller;;;
387;The Descent;en;08/07/2005;40.383;6.9;99;Adventure, Horror;;;
388;An American Werewolf in Paris;en;29/05/1997;24.146;5.9;105;Comedy, Horror;;;
389;Fallen;en;16/01/1998;17.041;6.7;124;Action, Crime, Drama, Horror, Thriller;;;
390;Night Time;de;20/05/1998;0.6;5;96;Horror, Thriller;;;
391;Virus;en;14/01/1999;14.519;5.3;99;Action, Horror, Science Fiction;;;
392;Disturbing Behavior;en;24/07/1998;11.478;5.7;84;Horror, Mystery, Science Fiction;;;
393;The Fly;en;15/08/1986;24.061;7.4;96;Horror, Science Fiction;;;
394;Bordello of Blood;en;16/08/1996;37.441;5.9;87;Comedy, Horror;;;
395;The Nameless;es;;;;;;;;
396;The Crow: Salvation;en;31/10/2000;16.866;5.4;102;Action, Crime, Fantasy, Horror, Mystery, Thriller;;;
397;Deep Rising;en;30/01/1998;14.3;6.2;106;Action, Adventure, Horror, Science Fiction;;;
398;Vampire Hunter D;ja;21/12/1985;18.575;6.6;80;Animation, Fantasy, Horror;;;
399;Candyman;en;16/10/1992;25.43;6.6;100;Drama, Horror, Thriller;;;
400;Final Destination;en;17/03/2000;83.626;6.6;98;Horror;;;
401;Red Dragon;en;02/10/2002;6.313;7;124;Horror, Thriller;;;
402;The Call;en;01/03/2006;1.448;4.1;11;Horror, Thriller;;;
403;Scanners;en;14/01/1981;14.422;6.7;103;Horror, Science Fiction;;;
404;Martyrs;fr;03/09/2008;41.212;7.4;99;Drama, Horror, Thriller;;;
405;Dead Ringers;en;23/09/1988;8.842;7.2;115;Horror, Thriller;;;
406;The Hitcher;en;17/01/1986;15.342;7;98;Action, Horror, Thriller;;;
407;FearDotCom;en;09/08/2002;10.98;3.7;101;Crime, Horror, Thriller;;;
408;The Exorcist;en;26/12/1973;101.991;7.7;122;Horror;;;
409;The Dentist;en;;;;;;;;
410;Open Water 2: Adrift;en;10/07/2006;17.096;5.5;94;Drama, Horror, Thriller;;;
411;The Blob;en;05/08/1988;19.514;6.7;95;Horror, Science Fiction;;;
412;The Legend of Sleepy Hollow;en;23/10/1999;2.208;5.3;105;Fantasy, Horror, Mystery;;;
413;The Order;en;05/09/2003;17.233;5.5;102;Drama, Fantasy, Horror, Mystery, Romance, Thriller;;;
414;Phantasm;en;28/03/1979;11.607;6.6;89;Horror, Science Fiction;;;
415;Mission Galactica: The Cylon Attack;en;01/01/1979;4.845;7;108;Horror, Science Fiction;;;
416;Ghost Ship;en;25/10/2002;49.195;5.9;91;Horror, Mystery, Thriller;;;
417;Black Christmas;en;15/12/2006;13.557;5.1;95;Horror, Mystery, Thriller;;;
418;Ju-on: The Grudge 2;ja;15/08/2003;15.602;6.3;92;Horror, Thriller;;;
419;Ringu 2;ja;23/01/1999;24.177;5.7;92;Horror, Mystery, Science Fiction;;;
420;Ringu 0;ja;22/01/2000;10.163;6.2;99;Horror, Thriller;;;
421;Forklift Driver Klaus: The First Day on the Job;de;08/08/2001;5.321;7.7;10;Comedy, Horror;;;
422;Little Nicky;en;10/11/2000;26.422;5.9;90;Comedy, Fantasy, Horror, Romance;;;
423;Uncle Sam;en;13/11/1996;6.65;4.8;89;Comedy, Horror;;;
424;Pulse;en;11/08/2006;18.137;5;90;Horror, Thriller;;;
425;One Missed Call;ja;03/11/2003;12.137;6.1;112;Horror, Thriller;;;
426;Ichi the Killer;ja;22/12/2001;16.381;7;129;Action, Crime, Horror;;;
427;Spiral;ja;31/01/1998;6.479;5.3;97;Drama, Fantasy, Horror, Mystery, Thriller;;;
428;Bubba Ho-tep;en;09/06/2002;7.527;6.6;92;Comedy, Fantasy, Horror, Mystery, Thriller;;;
429;The Wicker Man;en;31/08/2006;18.481;4.3;102;Horror, Mystery, Thriller;;;
430;Species III;en;26/11/2004;23.901;5.3;111;Action, Horror, Science Fiction;;;
431;Friday the 13th Part 2;en;01/05/1981;45.906;6.1;87;Horror, Thriller;;;
432;Friday the 13th Part III;en;13/08/1982;35.313;5.8;95;Horror;;;
433;Friday the 13th: The Final Chapter;en;13/04/1984;48.887;6.1;91;Horror;;;
434;Friday the 13th: A New Beginning;en;22/03/1985;30.247;5.3;92;Horror, Mystery;;;
435;Bloodsuckers;en;30/07/2005;4.385;4.1;99;Horror;;;
436;Half Light;en;17/01/2006;13.008;6;110;Horror, Thriller;;;
437;The Night Listener;en;12/02/2006;7.529;5.6;91;Drama, Horror, Thriller;;;
438;Sublime;en;;;;;;;;
439;The Hills Have Eyes;en;10/03/2006;62.574;6.4;107;Horror, Thriller;;;
440;The Hills Have Eyes 2;en;22/03/2007;53.301;5.5;89;Horror, Thriller;;;
441;Turistas;en;01/12/2006;14.473;5.4;93;Horror, Thriller;;;
442;Death Tunnel;en;17/10/2005;7.804;3.8;97;Horror;;;
443;Lake Placid;en;15/07/1999;20.488;5.9;82;Action, Comedy, Horror, Science Fiction, Thriller;;;
444;Phantoms;en;23/01/1998;12.413;5.4;91;Horror, Science Fiction, Thriller;;;
445;Rest Stop;en;07/10/2006;10.597;5.3;80;Horror, Thriller;;;
446;The Tripper;en;20/04/2006;6.119;4.9;93;Horror;;;
447;Ginger Snaps;en;01/08/2000;28.2;6.8;108;Horror;;;
448;Urban Legend;en;25/09/1998;14.192;5.7;100;Horror, Thriller;;;
449;Wolf Creek;en;16/09/2005;25.809;6.2;104;Horror, Thriller;;;
450;The Stepford Wives;en;10/06/2004;14.006;5.7;93;Comedy, Horror, Science Fiction, Thriller;;;
451;The Killing Floor;en;10/05/2007;5.501;5.4;94;Crime, Horror, Thriller;;;
452;Wrong Turn;en;30/05/2003;90.04;6.3;84;Horror, Thriller;;;
453;The Skeleton Key;en;29/07/2005;23.969;6.6;104;Drama, Horror, Mystery, Thriller;;;
454;Hallettsville;en;05/03/2009;1.52;4.6;87;Horror, Thriller;;;
455;El Chupacabra;en;20/10/2003;1.221;6;89;Action, Horror;;;
456;Raptor;fr;06/11/2001;5.111;3.9;81;Horror, Thriller;;;
457;Cheerleader Massacre;en;25/03/2003;4.23;5.1;85;Horror, Thriller;;;
458;Vampires;en;30/10/1998;16.921;6.3;108;Action, Fantasy, Horror;;;
459;End of Days;en;24/11/1999;19.738;6;121;Action, Fantasy, Horror, Mystery;;;
460;Haunted Highway;en;02/12/2006;2.123;3.2;84;Horror, Thriller;;;
461;The Covenant;en;08/09/2006;18.391;5.5;97;Fantasy, Horror;;;
462;Bad Taste;en;01/12/1987;10.113;6.4;92;Action, Comedy, Horror, Science Fiction;;;
463;The Messengers;en;02/02/2007;25.592;5.7;90;Horror, Mystery, Thriller;;;
464;Satan's Little Helper;en;01/01/2004;11.645;5.3;100;Comedy, Horror, Romance;;;
465;Maximum Overdrive;en;25/07/1986;23.138;5.7;97;Action, Horror, Science Fiction;;;
466;City of Rott;en;08/08/2006;2.063;4.4;77;Animation, Horror;;;
467;Headspace;en;18/09/2005;5.382;5.2;89;Horror, Mystery, Science Fiction, Thriller;;;
468;Gabriel;en;15/11/2007;13.968;6;109;Action, Fantasy, Horror, Science Fiction;;;
469;Desperation;en;23/05/2006;10.339;5.5;131;Drama, Fantasy, Horror, Mystery, Thriller;;;
470;See No Evil;en;19/05/2006;32.164;5.4;84;Horror, Thriller;;;
471;An American Haunting;en;05/05/2005;16.117;5.6;83;Horror, Mystery, Thriller;;;
472;Abominable;en;10/04/2006;5.69;5;94;Horror, Thriller;;;
473;Cursed;en;25/02/2005;42.103;5.4;97;Comedy, Horror;;;
474;A Nightmare on Elm Street Part 2: Freddy's Revenge;en;01/11/1985;38.067;5.8;87;Horror;;;
475;Ghosts of Mars;en;24/08/2001;12.495;5.1;98;Action, Horror, Science Fiction;;;
476;Devil's Harvest;en;01/01/2003;2.214;1.8;92;Drama, Horror, Thriller;;;
477;Broken;en;01/01/2006;3.051;4.5;110;Horror, Thriller;;;
478;Within;en;01/01/2005;3.494;3.3;95;Drama, Horror, Thriller;;;
479;When a Stranger Calls;en;03/02/2006;21.961;5.7;87;Horror, Mystery;;;
480;Room 6;en;13/06/2006;5.768;4.7;94;Horror, Thriller;;;
481;UKM: The Ultimate Killing Machine;en;21/11/2006;1.844;2.2;90;Horror, Science Fiction;;;
482;The Breed;en;17/05/2006;9.666;5.3;90;Horror, Thriller;;;
483;The Amityville Horror;en;14/04/2005;39.997;6.1;90;Horror;;;
484;House of Wax;en;30/04/2005;63.255;5.9;113;Horror, Thriller;;;
485;Stay Alive;en;24/03/2006;21.457;5.8;85;Horror, Thriller;;;
486;Feast;en;14/10/2005;13.423;6.2;95;Action, Comedy, Horror, Thriller;;;
487;A Nightmare on Elm Street 3: Dream Warriors;en;;;;;;;;
488;Blood and Chocolate;en;26/01/2007;11.056;5.5;98;Drama, Fantasy, Horror, Romance;;;
489;Severed;en;20/10/2005;2.582;5.1;93;Drama, Horror, Thriller;;;
490;Unrest;en;11/11/2006;8.156;5.8;88;Horror;;;
491;Man Bites Dog;fr;20/08/1992;10.398;7.3;96;Comedy, Crime, Drama, Horror, Thriller;;;
492;Sweet Insanity;en;16/01/2006;1.905;1.3;81;Horror, Thriller;;;
493;Evil Bong;en;31/10/2006;4.193;3.4;86;Comedy, Horror;;;
494;Cry_Wolf;en;16/09/2005;14.284;5.8;90;Horror, Thriller;;;
495;The Return;en;10/11/2006;9.036;5.9;85;Drama, Horror, Thriller;;;
496;Gone;en;26/10/2006;6.295;4.9;88;Drama, Horror, Mystery, Thriller;;;
497;Evil's City;en;01/01/2005;0.607;3.8;83;Action, Horror, Thriller;;;
498;Shark Attack in the Mediterranean;de;17/10/2004;4.93;3.4;109;Horror, Thriller, TV Movie;;;
499;Fear Of Clowns;en;28/10/2004;1.798;4.7;106;Horror, Thriller;;;
500;Ring Around the Rosie;en;21/03/2006;5.067;4.6;87;Horror, Mystery, Thriller;;;
501;Warriors of Terra;en;01/01/2006;2.486;3.4;90;Horror, Science Fiction;;;
502;Heartstopper;en;31/10/2006;2.55;3.8;84;Horror, Thriller;;;
503;Critters 2;en;29/04/1988;20.123;6;86;Comedy, Horror, Science Fiction;;;
504;A Nightmare on Elm Street 4: The Dream Master;en;19/08/1988;37.502;5.8;94;Horror, Thriller;;;
505;A Nightmare on Elm Street: The Dream Child;en;11/08/1989;20.909;5.4;89;Horror, Thriller;;;
506;The Lawnmower Man;en;05/03/1992;11.382;5.6;108;Horror, Science Fiction;;;
507;The Witches;en;25/05/1990;27.034;6.9;91;Adventure, Family, Fantasy, Horror;;;
508;Tears of Kali;de;25/11/2004;0.847;4.3;106;Fantasy, Horror, Science Fiction;;;
509;Evil Aliens;en;;;;;;;;
510;The Midnight Meat Train;en;07/08/2008;16.487;6.1;98;Fantasy, Horror, Mystery;;;
511;Cut;en;23/02/2000;6.148;4.2;82;Comedy, Horror, Mystery;;;
512;Buffy the Vampire Slayer;en;24/07/1992;17.115;5.6;86;Action, Comedy, Horror;;;
513;Ravenous;en;16/03/1999;12.672;6.8;101;Adventure, Horror, Western;;;
514;From Dusk Till Dawn 3: The Hangman's Daughter;en;30/10/1999;12.429;4.9;94;Horror, Thriller, Western;;;
515;Species II;en;10/04/1998;21.794;5.1;93;Action, Horror, Science Fiction;;;
516;Friday the 13th Part VI: Jason Lives;en;01/08/1986;37.545;6.2;87;Horror, Mystery, Thriller;;;
517;High Tension;fr;18/06/2003;14.547;6.8;91;Horror, Mystery, Thriller;;;
518;Funny Games;de;11/09/1997;13.698;7.3;109;Drama, Horror, Thriller;;;
519;What Ever Happened to Baby Jane?;en;12/10/1962;17.94;8;135;Drama, Horror, Thriller;;;
520;The Butcher;en;11/07/2006;3.636;4.5;84;Action, Horror;;;
521;Dragon Wars;ko;08/02/2007;13.276;4.5;90;Action, Drama, Fantasy, Horror, Science Fiction, Thriller;;;
522;Ab-normal Beauty;cn;04/11/2004;3.722;5.6;97;Horror;;;
523;Metamorphosis;en;01/01/2007;4.873;4.6;105;Drama, Fantasy, Horror;;;
524;Tamara;en;12/05/2005;7.94;5.2;98;Fantasy, Horror, Thriller;;;
525;Jekyll + Hyde;en;05/05/2006;3.209;4.7;97;Horror, Thriller;;;
526;Thinner;en;25/10/1996;18.872;5.9;92;Horror, Thriller;;;
527;Friday the 13th Part VII: The New Blood;en;13/05/1988;30.38;5.4;88;Horror, Thriller;;;
528;Friday the 13th Part VIII: Jason Takes Manhattan;en;28/07/1989;36.337;5;100;Horror, Thriller;;;
529;Jason Goes to Hell: The Final Friday;en;13/08/1993;37.912;4.5;87;Horror;;;
530;Fido;en;07/09/2006;10.077;6.5;91;Comedy, Drama, Horror, Romance;;;
531;Urban Legends: Bloody Mary;en;19/07/2005;15.84;4.9;93;Horror, Thriller;;;
532;Vacancy;en;20/04/2007;22.325;6.2;85;Horror, Thriller;;;
533;Hush... Hush, Sweet Charlotte;en;15/12/1964;8.286;7.3;133;Drama, Horror, Mystery;;;
534;Starship Troopers 2: Hero of the Federation;en;20/04/2004;16.009;4.3;88;Action, Adventure, Horror, Science Fiction;;;
535;Poltergeist III;en;10/06/1988;18.531;5.2;98;Horror, Thriller;;;
536;Stigmata;en;10/09/1999;25.137;6.2;103;Horror, Thriller;;;
537;The Ring Two;en;17/03/2005;47.482;5.7;110;Drama, Horror, Thriller;;;
538;Night of the Living Dead;en;04/10/1968;25.289;7.6;96;Horror, Thriller;;;
539;Spawn;en;31/07/1997;24.428;5.4;96;Action, Adventure, Fantasy, Horror, Science Fiction, Thriller;;;
540;Teaching Mrs. Tingle;en;11/08/1999;8.599;5.5;96;Comedy, Crime, Horror;;;
541;The Fly II;en;10/02/1989;15.288;5.5;105;Horror, Science Fiction, Thriller;;;
542;The Dark Half;en;23/04/1993;9.139;6;122;Horror, Mystery;;;
543;Wishmaster;en;19/09/1997;13.226;6;90;Fantasy, Horror;;;
544;Resurrection;en;05/06/1999;7.71;6.1;108;Crime, Horror, Mystery, Thriller;;;
545;Ginger Snaps 2: Unleashed;en;30/01/2004;21.484;6.5;94;Drama, Horror;;;
546;Premutos: The Fallen Angel;de;24/03/1997;2.577;4.7;106;Horror;;;
547;D-Tox;en;04/01/2002;10.4;5.6;96;Action, Horror, Thriller;;;
548;Lost Souls;en;13/10/2000;12.13;5.1;97;Horror, Thriller;;;
549;Supernova;en;14/01/2000;13.251;5;91;Fantasy, Horror, Science Fiction, Thriller;;;
550;The Eye;cn;09/05/2002;10.319;6.5;98;Horror;;;
551;Bless the Child;en;11/08/2000;9.677;5.2;107;Crime, Drama, Horror, Thriller;;;
552;Wolf;en;17/06/1994;16.018;6.1;125;Drama, Fantasy, Horror;;;
553;Hack!;en;20/07/2007;7.017;4.8;89;Comedy, Horror;;;
554;The Terror of Doctor Mabuse;de;06/09/1962;1;5.9;88;Crime, Horror;;;
555;Cujo;en;10/08/1983;30.421;6.1;93;Horror, Thriller;;;
556;Flashback;de;06/04/2000;2.38;4.7;95;Horror;;;
557;Dead Calm;en;07/04/1989;19.681;6.6;96;Horror, Thriller;;;
558;Bats;en;22/10/1999;10.654;4.6;91;Horror, Science Fiction, Thriller;;;
559;Plan 9 from Outer Space;en;22/07/1959;7.428;4.2;79;Horror, Science Fiction;;;
560;Killer Condom;de;29/08/1996;7.376;5.4;107;Comedy, Horror;;;
561;Cat's Eye;en;12/04/1985;25.297;6.7;94;Horror, Thriller;;;
562;Seven Days to Live;en;25/06/2000;2.946;5.3;96;Horror, Thriller;;;
563;Psycho II;en;03/06/1983;16.001;6.4;113;Horror, Mystery, Thriller;;;
564;Dracula 2000;en;22/12/2000;20.145;5.1;99;Horror, Thriller;;;
565;Dracula II: Ascension;en;07/06/2003;16.058;5.6;85;Horror;;;
566;Dracula III: Legacy;en;12/07/2005;12.945;5;86;Horror;;;
567;Child's Play;en;09/11/1988;108.342;6.6;87;Horror;;;
568;The Ghost and the Darkness;en;11/10/1996;23.769;6.7;109;Adventure, Horror;;;
569;The Phantom of the Opera;it;20/11/1998;6.365;4.6;104;Horror;;;
570;Vampires: Los Muertos;en;23/09/2002;16.191;5.4;93;Action, Horror, Thriller;;;
571;Needful Things;en;27/08/1993;13.907;6.2;120;Drama, Horror;;;
572;The Strangers;en;29/05/2008;27.332;6.1;86;Horror, Mystery, Thriller;;;
573;Halloween III: Season of the Witch;en;22/10/1982;38.146;5.1;98;Horror, Science Fiction, Thriller;;;
574;Henry: Portrait of a Serial Killer;en;10/04/1986;10.926;6.8;83;Crime, Horror, Thriller;;;
575;Ascension;en;01/10/2002;1.251;5.2;106;Drama, Horror;;;
576;Mimic 2;en;17/07/2001;13.673;5.3;82;Horror, Science Fiction, Thriller;;;
577;The Day of the Beast;es;20/10/1995;10.801;7.3;103;Action, Comedy, Crime, Fantasy, Horror;;;
578;Wolfen;en;24/07/1981;7.283;5.9;115;Horror, Mystery;;;
579;American Psycho II: All American Girl;en;22/04/2002;18.281;4.6;88;Horror, Thriller;;;
580;Darkness Falls;en;24/01/2003;18.397;5.5;86;Horror, Thriller;;;
581;Damien: Omen II;en;09/06/1978;13.287;6.4;107;Horror;;;
582;Omen III: The Final Conflict;en;20/03/1981;15.321;5.8;108;Horror;;;
583;Little Shop of Horrors;en;19/12/1986;14.076;6.9;94;Comedy, Horror;;;
584;The Frighteners;en;18/07/1996;19.365;6.9;110;Comedy, Horror;;;
585;The Texas Chainsaw Massacre: The Beginning;en;05/10/2006;69.979;6.1;91;Horror, Thriller;;;
586;The Thing from Another World;en;05/04/1951;13.084;6.8;87;Drama, Horror, Science Fiction;;;
587;The Abandoned;en;11/09/2006;8.097;5.5;99;Horror, Thriller;;;
588;Children of the Corn;en;09/03/1984;34.686;5.7;92;Horror, Thriller;;;
589;Candyman: Farewell to the Flesh;en;17/03/1995;7.971;5.4;93;Horror, Thriller;;;
590;Tremors 3: Back to Perfection;en;02/10/2001;22.373;5.8;100;Action, Comedy, Horror, Science Fiction, Thriller;;;
591;Them;fr;19/07/2006;8.485;6.1;77;Horror, Thriller;;;
592;Dagon;en;12/10/2001;15.174;6.3;95;Fantasy, Horror, Thriller;;;
593;Dracula 3000;en;;;;;;;;
594;Strange Circus;ja;24/12/2005;11.119;7.2;108;Drama, Horror, Mystery, Thriller;;;
595;Wicked Little Things;en;17/11/2006;11.769;5.7;94;Fantasy, Horror;;;
596;Shadow of the Vampire;en;15/05/2000;11.449;6.7;92;Drama, Horror;;;
597;Shutter;en;21/03/2008;15.319;5.5;85;Horror, Mystery, Thriller;;;
598;Tremors 4: The Legend Begins;en;02/01/2004;18.695;5.6;101;Action, Comedy, Horror, Western;;;
599;May;en;03/06/2003;9.39;6.5;93;Comedy, Drama, Horror;;;
600;Surveillance;en;08/02/2008;7.951;5.9;97;Horror, Mystery, Thriller;;;
601;Pet Sematary II;en;28/08/1992;24.157;5.3;100;Horror;;;
602;The Return of the Living Dead;en;25/04/1985;38.791;7.2;91;Comedy, Horror;;;
603;Willard;en;14/03/2003;6.905;6.1;100;Drama, Horror, Thriller;;;
604;The Gathering;en;23/06/2001;6.857;5.5;92;Horror, Thriller;;;
605;Behind the Mask: The Rise of Leslie Vernon;en;29/08/2006;8.352;6.6;92;Comedy, Horror, Thriller;;;
606;Session 9;en;10/08/2001;10.223;6.1;100;Horror, Mystery;;;
607;Creature from the Black Lagoon;en;05/03/1954;15.758;6.9;79;Adventure, Horror, Science Fiction;;;
608;Scratch: The New Sound of Terror;de;07/10/2004;1.4;4.8;95;Action, Horror;;;
609;Valentine;en;02/02/2001;12.855;5.4;96;Horror, Thriller;;;
610;Halloween: The Curse of Michael Myers;en;29/09/1995;52.474;5.2;88;Horror, Thriller;;;
611;Diabolique;en;22/03/1996;8.808;5.5;107;Horror, Mystery, Thriller;;;
612;The Relic;en;10/01/1997;12.742;6;110;Horror, Mystery, Thriller;;;
613;Exorcist: The Beginning;en;20/08/2004;25.745;5.4;114;Horror, Mystery, Thriller;;;
614;Dressed to Kill;en;25/07/1980;13.271;6.9;105;Horror, Mystery, Thriller;;;
615;Darkness;en;11/10/2002;8.776;5.7;102;Horror;;;
616;Godsend;en;30/04/2004;10.563;4.9;102;Drama, Horror, Science Fiction, Thriller;;;
